Serial No Details,تفاصيل الرقم التسلسلي,
Serial No Service Contract Expiry,الرقم التسلسلي لإنتهاء عقد الخدمة,
Serial No Status,حالة الرقم التسلسلي,
Serial No Warranty Expiry,الرقم التسلسلي لإنتهاء الضمان,
Serial No and Batch,الرقم التسلسلي والباتش,
Serial Number Series,سلسلة الرقم التسلسلي,
Series,السلسلة,
Service,خدمات,
Service Stop Date,تاريخ إيقاف الخدمة,
Session Expiry (idle timeout),انتهاء الجلسة - مهلة الخمول,
Set From Warehouse,تحديد مستودع الصرف,
Set Qty in Transactions based on Serial No Input,تحديد الكمية في المعاملات وفقا لعدد الارقام التسلسلية,
Set Source Warehouse,تحديد المخزن (المصدر),
Set Target Warehouse,تحديد مخزن الاستلام,
Set rate of sub-assembly item based on BOM,تحديد سعر الأصناف النصف مصنعة بناء على قائمة مكونات المواد,
Settings & Configurations,الإعدادات والتكوينات,
Share Ledger,دفتر استاذ الاسهم,
Share Management,ادارة الأسهم,
Share Transfer,نقل الاسهم,
Shelf Life In Days,العمر الإفتراضي بالأيام,
Shift & Attendance,الورديات والحضور,
Shift Assignment,تعيين الوردية ,
Shift Management,إدارة الورديات ,
Shift Request,طلب الوردية,
Shift Type,نوع الوردية ,
Shipping Address Name,عنوان الشحن,
Shipping Rule,شروط الشحن,
Shipping Rule Label,ملصق شروط الشحن,
Shipping Rule Type,نوع شروط الشحن,
Show Barcode Field,عرض خانة الباركود,
Show Barcode Field in Stock Transactions,اظهار خانة الباركود في العمليات المخزنية,
Show In Website,إظهار في الموقع الإلكتروني,
Show Return Entries,إظهار المرتجعات,
Show Stock Ageing Data,عرض معلومات أعمار المخزون,
Show Taxes as Table in Print,عرض الضرائب كجدول في الطباعه,
Show Variant Attributes,عرض مواصفات المتغيرات,
Show Warehouse-wise Stock,عرض المخزون وفقا للمخزن,
Show exploded view,عرض قائمة المكونات الشاملة ,
Show in Website,إظهاره في الموقع الالكتروني,
Sick Leave,أجازة مرضية,
Sign In,تسجيل الدخول,
Sign Up,إنشاء حساب,
Signed,مُوقع,
Signed On,تاريخ التوقيع,
Signee,الشخص المُوقع,
Skip Delivery Note,تخطي إشعار التسليم,
Soap & Detergent,صابون ومنظفات,
Software,برمجيات,
Software Developer,مطور برامج,
Softwares - ES,برامج,
Source Location,من موقع (المصدر),
Source Warehouse,المخزن (المصدر),
Split Early Payment Discount Loss into Income and Tax Loss,تقسيم خسارة خصم الدفع المبكر إلى الدخل وخسارة الضرائب,
Sports,رياضة,
Sr,س,
Staffing Plan,خطة التوظيف ,
Standard Buying,شراء قياسي,
Standard Selling Rate,سعر البيع الأساسي,
Standing Name,اسم التقييم,
Start Time,وقت البدء,
Static Parameters,المعاملات الثابتة,
Status,الحالة,
Statutory info and other general information about your Supplier,معلومات قانونية ومعلومات عامة أخرى عن المورد,
Stock,المخازن,
Stock Adjustment Account,حساب التسويات الجردية,
Stock Ageing,أعمار المخزون,
Stock Asset Account,حساب أصول المخزون,
Stock Closing,اغلاق المخزون,
Stock Entry,الحركة المخزنية,
Stock Entry Type,نوع الحركة المخزنية,
Stock Frozen Upto,تجميد إدخال المخزون حتى,
Stock In Hand - ES,الأسهم,
Stock Ledger,كارت الصنف,
Stock Options,خيارات الأسهم,
Stock Planning,تخطيط المخزون,
Stock Qty,كمية المخزون,
Stock Reconciliation,التسويات الجردية,
Stock Summary,ملخص المخزون,
Stock Transactions,حركات المخزون,
Stock Transactions Settings,اعدادات معاملات المخزون,
Stock UOM,وحدة قياس المخزون,
Stock Validations,التحقق من المخزون,
Stock and Account Value Comparison,مقارنة قيمة المخزون والحساب,
Stock transactions that are older than the mentioned days cannot be modified.,لا يمكن تعديل حركات المخزون الأقدم من الأيام المذكورة.,
Straight Line,القسط الثابت,
Subcontracted Item To Be Received,تقرير أذون استلام التشغيل لدى الغير,
Subcontracted Raw Materials To Be Transferred,تقرير أذون صرف التشغيل لدى الغير,
Subcontracting,التعاقد من الباطن,
Submitted,معتمدة,
Supplier,المورد,
Supplier Addresses And Contacts,عنواين وجهات اتصال المورد,
Supplier Delivery Note,إذن تسليم المورد,
Supplier Group,مجموعة المورد,
Supplier ID,رقم المورد,
Supplier Invoice Date,تاريخ فاتورة المورد,
Supplier Items,أصناف المورد,
Supplier Ledger Summary,كشف حساب الموردين,
Supplier Naming By,تسمية المورد ب,
Supplier Quotation,عرض أسعار المورد,
Supplier Scorecard Criteria,معايير تقييم بطاقة أداء المورد,
Supplier Scorecard Standing,تقييمات بطاقة أداء المورد,
Supplier Scorecard Variable,متغيرات بطاقة أداء المورد,
Supplier Type,نوع المورد,
Supplier Warehouse,مخزن المورد,
Supplier delivers to Customer,المورد هو الذي سيقوم بالتسليم للعميل,
Supplier-Wise Sales Analytics,تحليلات المبيعات وفقا للمورد,
Supply Raw Materials,هل سيتم صرف الخامات للتشغيل لدى الغير؟,
Support,الدعم,
Sync with Google Contacts,المزامنة مع جهات اتصال جوجل,
Synced With Hub,متزامن مع المركز الرئيسي,
System Updates,تحديثات النظام,
TIME SHEET LIST,قائمة الجداول الزمنية,
Target Amount,المبلغ المستهدف (المراد تحقيقه),
Target Distribution,توزيع الهدف,
Target Location,إلى موقع (الوجهة),
Target Qty,الكمية المستهدفة (المراد تحقيقها),
Target Warehouse,المخزن (المحول اليه),
Tax & Benefits,الضرائب والمزايا,
Tax Breakup,تفصيل الضريبة,
Tax Category,الفئة الضريبية,
Tax Detail,تفاصيل الضريبة,
Tax Id,رقم التسجيل الضريبي,
Tax Identification,البيانات الضريبية,
Tax Withholding,الضريبة المقتطعة,
Tax Withholding Category,فئة الاستقطاع الضريبي,
Tax Withholding Entries,قيود الاستقطاع الضريبي,
Tax Withholding Group,مجموعة الاستقطاع الضريبي,
Taxation,ضرائب الموظفين,
Taxes and Charges Added,الضرائب والرسوم المضافة,
Taxes and Charges Calculation,احتساب الضرائب والرسوم,
Taxes and Charges Deducted,الضرائب والرسوم المخصومة,
Team Updates,تحديثات فريق العمل ,
Technology,تكنولوجيا,
Telecommunications,اتصالات,
Telemetry,القياس عن بعد,
Television,تلفاز,
Template,نموذج,
Temporary Opening - ES,الافتتاح المؤقت,
Tenure,مدة الخدمة,
Terms,الشروط والأحكام,
Terms and Conditions Details,تفاصيل الشروط والأحكام,
Terms and Conditions Template,نموذج الشروط والأحكام,
Territory,المنطقة,
Test Email Address,عنوان البريد الإلكتروني للاختبار,
The BOM which will be replaced,قائمة مكونات المواد التي سيتم إستبدالها,
The new BOM after replacement,قائمة مكونات المواد الجديدة بعد الإستبدال,
"The percentage you are allowed to transfer more against the quantity ordered. For example, if you have ordered 100 units, and your Allowance is 10%, then you are allowed transfer 110 units.",النسبة المئوية المسموح لك بتحويلها أكثر مقابل الكمية المطلوبة. على سبيل المثال ، إذا طلبت 100 وحدة ، وكان المخصص الخاص بك 10٪ ، فيُسمح لك بنقل 110 وحدة.,
This is a root supplier group and cannot be edited.,هذه مجموعة موردين أصلية ولا يمكن تعديلها.,
Time,الوقت,
Time Between Operations (in mins),الوقت الفاصل بين عمليت التشغيل ( بالدقائق),
Time Sheet,الجداول الزمنية,
Time at which materials were received,وقت توريد الأصناف,
Title,الأسم,
To Date,حتى تاريخ,
To Package No.,إلى رقم الحزمة,
To Produce,المطلوب إنتاج,
To Track inbound purchase,لتتبع الشراء الوارد,
To Warehouse,إلى مخزن,
To be delivered to customer,ليتم تسليمها إلى العميل,
Total,الإجمالي,
Total (Company Currency),الإجمالي (بعملة الشركة),
Total Advance,اجمالي الدفعه المقدمة,
Total Billable Amount (via Timesheets),إجمالي المبلغ القابل للفوترة (وفقا للجداول الزمنية),
Total Billed Amount (via Sales Invoices),إجمالي المبلغ المفوتر (وفقا لفواتير المبيعات),
Total Billing Amount,إجمالي المبلغ المفوتر,
Total Billing Amount (via Time Sheet),إجمالي المبلغ المفوتر (وفقا للجداول الزمنية),
Total Billing Hours,إجمالي ساعات الفوترة,
Total Characters,مجموع الحروف,
Total Commission,إجمالي العمولة,
Total Consumed Material Cost (via Stock Entry),إجمالي تكلفة المواد المستهلكة (وفقا لحركات المخزون),
Total Cost,التكلفة الإجمالية,
Total Costing Amount (via Time Sheet),إجمالي مبلغ التكلفة (وفقا للجداول الزمنية),
Total Costing Amount (via Timesheets),إجمالي مبلغ التكلفة (وفقا للجداول الزمنية),
Total Credit,أجمالى الدائن,
Total Debit,أجمالى المدين,
Total Expense Claim (via Expense Claim),اجمالي مبلغ العهدة,
Total Expense Claim (via Expense Claims),إجمالي مطالبات المصروفات (وفقا لمطالبات المصروفات),
Total Incoming Bills,إجمالي الفواتير الواردة,
Total Incoming Payment,إجمالي المدفوعات الواردة,
Total Message(s),مجموع الرسائل,
Total Net Weight,إجمالي الوزن الصافي,
Total Number of Depreciations,عدد مرات الإهلاك,
Total Order Value,إجمالي قيمة الطلبات,
Total Outgoing Bills,إجمالي الفواتير الصادرة,
Total Outgoing Payment,إجمالي المدفوعات الصادرة,
Total Planned Qty,إجمالي الكمية المخططة,
Total Purchase Cost (via Purchase Invoice),إجمالي تكلفة الشراء (وفقا لفواتير المشتريات),
Total Quantity,إجمالي الكمية,
Total Sales Amount (via Sales Order),إجمالي مبلغ المبيعات (وفقا لأوامر المبيعات),
Total Taxes and Charges,إجمالي الضرائب والرسوم,
Total Taxes and Charges (Company Currency),إجمالي الضرائب والرسوم (بعملة الشركة),
Total Weight,الوزن الإجمالي,
Total(Amt),إجمالي المبلغ,
Total(Qty),إجمالي الكمية,
Totals (Company Currency),المجاميع (عملة الشركة),
Track this Sales Order against any Project,تتبع أمر البيع مقابل أى مشروع,
Training Feedback,ملاحظات التدريب,
Transaction,المعاملة,
Transaction ID,معرف المعاملة,
Transfer Asset,نقل الأصل,
Transferred Qty,الكمية المحولة,
Transgender,المتحول جنسيا,
Transport Receipt Date,تاريخ إذن التوصيل,
Transport Receipt No,رقم إذن التوصيل,
Transportation,نقل,
Transporter Info,بيانات الناقل,
Transporter Name,اسم السائق,
Tree of Procedures,شجرة إجراءات الجودة,
Trial Balance for Party,ميزان المراجعة للطرف المعني,
Try planning operations for X days in advance.,محاولة تخطيط التشغيل مقدما لعدد من الأيام,
Type,النوع,
UOM Conversion Factor,معامل تحويل وحدة القياس,
UOM Name,اسم وحدة القياس,
UTM Analytics,تحليلات UTM,
Unallocated Amount,المبلغ غير المخصص,
Under AMC,خلال عقد الصيانة السنوي,
Unit of Measure (UOM),وحدة القياس,
Unpaid,غير مسددة,
Unrealized Exchange Gain/Loss Account,الأرباح / الخسائر غير المحققة تغيير العملة,
Unscheduled,غير مجدولة,
Unsubscribed,غير مشترك,
Unverified,غير مؤكد,
Update Auto Repeat Reference,تحديث مرجع التكرار التلقائي,
Update BOM Cost Automatically,تحديث تكلفة قائمة مكونات المواد تلقائيا,
"Update BOM cost automatically via Scheduler, based on latest valuation rate / price list rate / last purchase rate of raw materials.",تحديث تكلفة قائمة مكونات المواد تلقائيا بناء على اخر سعر تكلفة / سعر قائمة الأسعار / اخر سعر شراء للمواد الخام,
Update Billed Amount in Delivery Note,تحديث المبلغ المفوتر في إذن التسليم,
Update Billed Amount in Sales Order,تحديث المبلغ المفوتر في أمر البيع,
Update Existing Price List Rate,تحديث قائمة الأسعار الحالية,
Update Outstanding for Self,تحديث المتبقي على نفس الفاتورة,
Update Rate and Availability,تحديث الاسعار والكميات المتوفره,
Update Stock,تحديث المخزون,
Update latest price in all BOMs,تحديث اخر سعر في جميع قوائم مكونات المواد,
Updating Opening Balances,تحديث الأرصدة الافتتاحية,
Upload,رفع,
Upload Bank Statement,تحميل كشف حساب بنكي,
Upper Income,دخل أعلى,
Use Company default Cost Center for Round off,استخدام مركز تكلفة الشركة الافتراضي للتقريب,
Use Multi-Level BOM,استخدام قائمة مكونات مواد متعدد المستويات,
Use Naming Series,إستخدام التسمية التسلسلية,
Used,عدد مرات الاستخدام,
User,المستخدم,
User Forum ,منتدى المستخدمين,
User Id,اسم المستخدم,
User Permission,صلاحيات المستخدم,
Username,اسم المستخدم,
Users and Permissions,المستخدمين والصلاحيات,
Users with this role are allowed to over bill above the allowance percentage,يسمح للموظفين بهذه الوظيفة بتسجيل الفواتير اعلى من المسموح,
VAT,ضريبة القيمة المضافة,
Valid From,صالحة من,
Valid Upto,صالحة حتى,
Valid for Countries,تطبق في الدول,
Validate Applied Rule,التحقق من الشرط المطبق,
Validate Selling Price for Item against Purchase Rate or Valuation Rate,التحقق من سعر البيع للصنف مقابل سعر الشراء أو سعر التكلفة,
Valuation Method,طريقة حساب التكلفة,
Valuation Rate,سعر التكلفة,
Value,القيمة,
Value Or Qty,القيمة أو الكمية,
Variant,متغير,
Variant Of,متغير من,
Vehicle,المركبة,
Vehicle Date,تاريخ النقل,
Vehicle Log,سجل المركبة,
Vehicle Number,رقم المركبة,
Venture Capital,رأس مال استثماري,
Verified By,تم التحقق بواسطة,
Via Customer Portal,عبر بوابة العميل,
View,اظهار,
View Cost Center Tree,عرض شجرة مراكز التكلفة,
View Ledger,الاستاذ العام,
View List,اظهار قائمة,
Volunteer,متطوع,
Volunteer Skill,مهارة المتطوع,
Volunteer Type,نوع المتطوع,
Volunteers,المتطوعون,
Voucher #,رقم المستند,
Voucher Type,نوع المستند,
WIP Warehouse,مخزن تحت التشغيل,
Warehouse,المخزن,
Warehouse Name,اسم المخزن,
Warehouse Type,نوع المخزن,
Warehouse Wise Stock Balance,رصيد المستودع,
Warehouse and Reference,المستودع والمرجع,
Warehouse where you are maintaining stock of rejected items,المخزن الذي سيتم تخزين فيه الأصناف المرفوضة,
Warn RFQs,تحذير طلبات الحصول على عرض أسعار,
Warranty / AMC Status,حالة الضمان / عقد الصيانة السنوي,
Warranty Expiry Date,تاريخ إنتهاء الضمان,
Watch Tutorial,شاهد الشرح,
Website,الموقع الإلكتروني,
Website Specifications,مواصفات الموقع الإلكتروني,
Weekly,أسبوعي,
Weight Per Unit,الوزن للوحدة,
Weight UOM,وحدة الوزن,
Weighting Function,وزن المعادلة,
Welcome! Please sign in to continue.,أهلاً! سجّل الدخول للمتابعة.,
What did you work on today?,ماذا عملت اليوم؟,
Will also apply for variants unless overrridden,سوف تطبق أيضا على المتغيرات إلا إذا تم تجاوزها,
Wire Transfer,حوالة مصرفية,
With Operations,يوجد عمليات انتاجية,
Work In Progress,تحت التنفيذ,
Work Order,أمر الشغل,
Work Order Consumed Materials,المواد المستهلكة لأمر العمل,
Work Order Qty,كمية أمر الإنتاج,
Work Orders in Progress,أوامر إنتاج تحت التنفيذ,
Work-in-Progress Warehouse,مخزن تحت التشغيل,
Workday,يوم العمل,
Working,يتم العمل عليه,
Working Hours,ساعات العمل,
Workspace,مساحة عمل,
Workstation Type,نوع محطة العمل,
Write Off,الديون المعدومة,
Write Off Account,حساب الديون المعدومة,
Write Off Amount,مبلغ الديون المعدومة,
Write Off Amount (Company Currency),مبلغ الإعدام (بعملة الشركة),
Write Off Based On,الشطب بناءً على,
Write Off Cost Center,مركز تكلفة الديون المعدومة,
Write Off Difference Amount,شطب مبلغ الفرق,
Write Off Entry,تسويات الديون المعدومة,
Write Off Outstanding Amount,إعدام المبلغ المتبقي,
Writeoff,شطب,
Yearly,سنوي,
Yellow,أصفر,
Your Shortcuts,الاختصارات,
ZATCA,الزكاة والضريبة,
draft,مسودة,
"e.g. ""Summer Holiday 2019 Offer 20""","مثل ""عرض أجازة الصيف 2019""",
for reference only ,هذا مرجع فقط,
implementer,المنفذ,
letter Head,ترويسة,
pending,معلق,
per hour,في الساعة,
user,مستخدم,
ائتمان,دائن,
الائتمان (SAR),دائن (SAR),
دخول فتح نقاط البيع,فتح نقاط البيع,
قرض,السلفة,
